Renda_Mensal,Score_Credito,Tempo_Relacionamento_Anos,Saldo_Atual,Valor_Transacao_Media,Saldo_Anterior_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Nivel_Educacional,Residencia_Propria,Data_Abertura_Conta,Tem_Emprestimo_Ativo,Status_Emprestimo,Satisfacao_Cliente,Segmento_Banco,Possui_Cartao_Credito,Risco_Inadimplencia
-0.81954026,-0.582361,3.6371002,-0.40537745,-0.650073,-0.4090561,-0.8346336,1.8978947,0.8297956,1.0708518,-5.8637895e-08,-2.1839294,-0.5664413,-1.0976616,-2.522742,-0.7783882,0.75727564,0.25736845,1.7497368,-3.4083269,0
-0.8906421,-0.582361,1.2532575,-0.38772184,-0.6168055,-0.3898335,-0.7492909,-0.6311754,-0.3511134,1.1343118,0.1619561,-0.80307645,1.6891321,0.92515993,-1.3856735,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-9.169204e-08,-0.09828297,2.87319,-0.35079485,-0.6786507,-0.35841334,-0.81387585,1.1571189,-0.23382011,0.9439328,2.937891,0.9379827,-1.3182992,0.92515993,-2.3500147,-0.7783882,0.75727564,1.0523288,1.7497368,0.30220196,1
-9.169204e-08,-2.110232,-1.1659714,-0.4075253,-0.29356652,-0.41174075,-0.31751353,1.5413846,-0.28656286,2.768396,-0.13977598,0.9379827,0.93727434,-1.0976616,1.2399733,1.3019366,-2.2015815,-1.3325523,-0.19516551,0.30220196,1
0.41535616,0.7942359,3.2167876,-0.15717927,-0.05095053,-0.18133347,-0.25437668,-1.0570737,4.9661922,-0.9598548,-0.32081524,-1.56611,0.18541649,0.92515993,-2.4437082,-0.7783882,0.75727564,-2.1275127,-1.1676167,0.30220196,0
-0.21953174,0.41604993,2.26271,-0.26785573,-0.22304496,-0.22482836,-0.022658378,-0.86996555,1.1247802,1.3088255,-0.38116163,0.669431,0.18541649,-1.0976616,-2.0960226,1.3019366,-1.2152958,0.25736845,-0.19516551,0.30220196,1
0.10072633,0.8547456,1.9031752,-0.31535026,-0.15428129,-0.33128035,0.67678666,-1.7054919,-0.053767238,-1.6896402,0.22230253,-1.620801,0.18541649,0.92515993,-1.8850532,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,0
2.5487072,0.9303828,3.0155451,3.8341775,3.619485,3.3807983,5.864927,0.25364038,0.8959106,-1.1343687,-0.6828937,0.9379827,-0.5664413,0.92515993,-2.3965428,-0.7783882,0.75727564,0.25736845,0.77728564,0.30220196,1
-9.169204e-08,1.1572944,1.4912366,8.477409,-7.6704715e-08,8.504236,5.458051,-0.6196905,1.1875485,-1.3564773,-0.5018545,0.9379827,0.18541649,0.92515993,-1.5880386,-0.7783882,0.75727564,0.25736845,0.77728564,0.30220196,0
-0.8048719,-0.79414517,0.14953157,-0.2433795,-0.59182507,-0.24604495,-0.70609206,-0.17369355,0.14645857,0.43625614,-5.8637895e-08,-1.9670515,-0.5664413,0.92515993,-0.2565721,-0.7783882,0.75727564,1.0523288,-0.19516551,-3.4083269,0
-9.169204e-08,-1.3236054,-0.72377867,-0.2254497,-0.6392747,-0.26671714,-0.61999065,1.2954164,-0.42765075,0.27760693,0.70507383,0.9379827,-1.3182992,-1.0976616,0.73931897,-0.7783882,0.75727564,-1.3325523,-0.19516551,0.30220196,1
-9.169204e-08,-0.8395274,2.0736234,-0.34744376,-0.5772725,-0.3565479,-0.74350023,-0.6670657,-0.1817758,0.4679859,-0.62254727,-0.9694125,-1.3182992,-1.0976616,-1.9914939,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,0
-0.612418,-0.6579982,-0.9301533,-0.3609535,-7.6704715e-08,-0.3355608,-0.37830114,0.75323343,-0.28582087,0.6107698,-0.5018545,0.9379827,1.6891321,-1.0976616,0.9748273,1.3019366,-1.2152958,0.25736845,1.7497368,0.30220196,1
-0.24728023,-0.24955735,-0.9712121,-0.25574732,-0.21839921,-0.25426155,-0.15642492,-1.1479957,-0.2771852,1.3246903,-0.7432401,-0.7834631,-0.5664413,0.92515993,1.0203992,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,0
0.12256546,0.50681454,4.0328317,-0.25125337,-0.18963937,-0.26522928,-0.1531339,1.2135863,0.88119465,0.30933708,-0.62254727,0.9379827,0.18541649,-1.0976616,-2.5558853,-0.7783882,0.75727564,-2.1275127,-0.19516551,0.30220196,1
-9.169204e-08,-0.5369787,1.5152775,-0.35696888,-0.5962574,-0.35825476,-0.79895586,-0.56130886,0.39907,0.81701374,0.10160966,-1.340934,-1.3182992,0.92515993,-1.606841,-0.7783882,0.75727564,-1.3325523,1.7497368,0.30220196,0
-0.84667355,-0.09828297,2.6695166,-0.16683641,-0.484288,-0.16735534,-0.6354929,-0.46129453,-0.18976952,0.05549858,0.22230253,0.9379827,-0.5664413,0.92515993,-2.274805,1.3019366,-1.2152958,0.25736845,-0.19516551,0.30220196,1
-0.32577252,1.3993334,3.6011739,-0.23659088,-0.45009762,-0.22750844,-0.38930288,-0.7709083,0.94373757,-0.9439899,-0.5018545,0.059532292,-0.5664413,0.92515993,-2.5176432,1.3019366,-1.2152958,0.25736845,-0.19516551,0.30220196,0
-0.41914192,-1.2933506,0.5617406,-0.30887127,-0.5602652,-0.3131578,-0.66907984,0.2383272,0.79519165,-0.08728555,1.6706164,-0.6865281,0.93727434,-1.0976616,-0.7071929,-0.7783882,0.75727564,1.0523288,-0.19516551,0.30220196,1
-0.48695695,-1.1269488,-1.4541935,0.09921238,0.27971533,0.08795904,-0.6464714,-0.91925496,-0.18699935,-0.023826016,0.10160966,-1.2621037,0.93727434,-1.0976616,1.5650322,-0.7783882,0.75727564,1.0523288,-1.1676167,0.30220196,0
-9.169204e-08,1.0665298,3.419921,1.815973,2.6957738,1.7413374,2.5691469,-1.4796222,17.677967,-1.388207,-0.6828937,-1.7648834,0.18541649,0.92515993,-2.4880054,-0.7783882,0.75727564,0.25736845,0.77728564,0.30220196,0
-9.169204e-08,-0.05290065,1.001232,-0.46298975,-0.50520027,-0.4714153,-0.6868572,0.30053702,2.1595256,0.43625614,-0.44150805,0.17608081,-1.3182992,-1.0976616,-1.1539894,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,0
0.12842767,0.31015787,3.6759982,0.31303194,0.89143795,0.2899265,0.20763609,-0.3483598,2.6630523,0.007903937,-0.5018545,-0.10303185,0.93727434,0.92515993,-2.529116,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,0
-0.15063316,0.4765597,2.5725422,0.01295492,0.3698685,0.032630533,-0.4134859,0.31106472,0.26495573,-0.5949622,-0.07942955,-0.89284515,0.18541649,0.92515993,-2.2359254,-0.7783882,0.75727564,1.0523288,-1.1676167,0.30220196,0
-0.7866645,-0.06802809,3.8920972,-0.16491918,-0.557936,-0.077701904,-0.5702968,0.4192143,0.6699504,0.769419,-0.7432401,0.9379827,0.93727434,0.92515993,-2.5485556,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,1
-0.3374281,-1.4143701,-1.5646741,-0.36440858,-7.6704715e-08,-0.36290914,-0.29269937,-0.8656587,-0.21273406,0.912203,-0.13977598,-0.13471505,0.93727434,0.92515993,1.6909128,-0.7783882,0.75727564,0.25736845,-0.19516551,0.30220196,1
-0.75511545,-0.49159637,-1.1400394,-0.36113316,-0.5703164,-0.36273664,-0.699134,-0.76708,-0.05598934,-0.4521782,0.10160966,0.16099359,-0.5664413,-1.0976616,1.2106543,1.3019366,-1.2152958,1.0523288,1.7497368,0.30220196,1
-0.65594196,-1.3689878,3.7289424,-0.23601094,-0.6966688,-0.25315627,-0.50706065,0.4838168,1.2332182,-0.007960944,-0.5622009,0.9379827,1.6891321,-1.0976616,-2.5345335,1.3019366,-2.2015815,-2.1275127,-0.19516551,0.30220196,1
-0.025075974,-0.6277433,4.033912,0.89418375,-0.17147064,0.76881105,-0.5193152,-0.03491781,0.91988164,-0.07142066,-0.07942955,-0.48285127,0.18541649,0.92515993,-2.5565226,1.3019366,-2.2015815,-1.3325523,-1.1676167,0.30220196,1
-0.8243807,0.4009225,0.9153325,-0.40741694,-0.6001623,-0.4112018,-0.8418585,0.8518122,-0.17578083,0.81701374,-0.01908312,-0.031367745,1.6891321,-1.0976616,-1.0711313,1.3019366,-1.2152958,1.0523288,1.7497368,0.30220196,0
-0.8139647,0.3706676,3.2486622,-0.051282205,-0.58093256,-0.061041474,-0.61703897,-0.7139623,0.29193,1.2453659,-0.5622009,-0.7464996,-1.3182992,0.92515993,-2.453906,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,0
-0.6001218,-0.40083173,2.0930722,-0.3221762,-0.5170721,-0.3245129,-0.5143542,-0.28997818,-0.25868055,-0.34112385,1.61027,0.028603606,-0.5664413,-1.0976616,-2.0048788,1.3019366,-1.2152958,1.0523288,1.7497368,0.30220196,1
-0.44997764,0.32528532,3.28756,-0.2907029,-0.10104327,-0.2780649,-0.33556432,1.2370348,1.6112727,0.38866147,-0.62254727,0.9379827,-0.5664413,0.92515993,-2.4656975,1.3019366,-1.2152958,0.25736845,-0.19516551,0.30220196,1
-0.82948786,-0.5067238,3.3934486,0.2512943,-0.069596365,0.262998,-0.76584697,-0.24978101,-0.20770648,-0.5949622,-0.38116163,0.06368128,-0.5664413,-1.0976616,-2.4838624,-0.7783882,0.75727564,0.25736845,-1.1676167,0.30220196,0
-0.42390797,0.29503042,3.7427185,-0.061775085,-0.42801768,-0.07433503,-0.66731566,-0.45268095,1.3200066,-0.3887185,-0.62254727,0.34694293,-0.5664413,-1.0976616,-2.5364456,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,0
-0.4589053,-0.3100671,-0.44501096,-0.4240055,-0.5322901,-0.43187228,-0.3549894,-1.3461103,0.37868914,0.6742294,-0.44150805,-0.81175154,1.6891321,-1.0976616,0.42158988,1.3019366,-1.2152958,1.0523288,-0.19516551,0.30220196,0
1.5137349,1.5052254,0.2054473,-0.4885931,0.4646359,-0.49409115,0.87069863,-0.7637303,0.8672631,-1.086774,0.4033417,-0.6563538,0.18541649,0.92515993,-0.3187157,-0.7783882,0.75727564,0.25736845,0.77728564,0.30220196,0
-0.8474938,-0.38570428,-0.057113137,-0.34818086,-0.48793557,-0.30811834,-0.7740019,0.97336054,-0.36669442,-0.35698873,-5.8637895e-08,-1.542725,-1.3182992,-1.0976616,-0.023294583,1.3019366,-1.2152958,1.0523288,1.7497368,-3.4083269,0
-0.9540305,-0.8244,2.025001,-0.3238718,-0.38537073,-0.31702048,-0.8059339,1.6725037,-0.29791942,1.1660415,1.2481915,0.9379827,-0.5664413,-1.0976616,-1.9666365,-0.7783882,0.75727564,0.25736845,1.7497368,0.30220196,1
0.44425723,2.0346859,1.9501768,0.9029188,-0.24759224,0.91529536,3.5632088,-0.811584,2.6155236,-1.388207,-0.5018545,0.9379827,0.18541649,0.92515993,-1.9172403,1.3019366,-1.2152958,0.25736845,0.77728564,0.30220196,0
-9.169204e-08,0.5824517,1.2875631,-0.40678844,-7.6704715e-08,-0.4123324,-0.21966885,0.59770876,0.16466388,0.86460835,-5.8637895e-08,-2.12773,0.93727434,0.92515993,-1.4143552,-0.7783882,0.75727564,-2.1275127,-0.19516551,-3.4083269,0
-9.169204e-08,0.02273654,3.1295373,-0.34456262,-0.6964365,-0.37213513,-0.8718571,-0.17177954,-0.3937543,0.24587716,-5.8637895e-08,-0.8392856,-1.3182992,-1.0976616,-2.422675,1.3019366,-1.2152958,1.0523288,1.7497368,-3.4083269,0
